from,to,Migration,year,gemeente fromnaamvolledig,provincie from
Noordenveld,Súdwest.Fryslân,16,2018,Noordenveld,Drenthe
Oldambt,Súdwest.Fryslân,3,2018,Oldambt,Groningen
Ooststellingwerf,Súdwest.Fryslân,16,2018,Ooststellingwerf,Friesland
Opsterland,Súdwest.Fryslân,28,2018,Opsterland,Friesland
Pekela,Súdwest.Fryslân,5,2018,Pekela,Groningen
Schiermonnikoog,Súdwest.Fryslân,0,2018,Schiermonnikoog,Friesland
Skarsterlân,Súdwest.Fryslân,NA,2018,Skarsterlân,Friesland
Slochteren,Súdwest.Fryslân,NA,2018,Slochteren,Groningen
Smallingerland,Súdwest.Fryslân,81,2018,Smallingerland,Friesland
Stadskanaal,Súdwest.Fryslân,11,2018,Stadskanaal,Groningen
Súdwest.Fryslân,Súdwest.Fryslân,1,2018,Súdwest Fryslân,Friesland
Terschelling,Súdwest.Fryslân,25,2018,Terschelling,Friesland
Tynaarlo,Súdwest.Fryslân,9,2018,Tynaarlo,Drenthe
Tytsjerksteradiel,Súdwest.Fryslân,41,2018,Tytsjerksteradiel,Friesland
Veendam,Súdwest.Fryslân,0,2018,Veendam,Groningen
Vlagtwedde,Súdwest.Fryslân,NA,2018,Vlagtwedde,Groningen
Vlieland,Súdwest.Fryslân,3,2018,Vlieland,Friesland
Waadhoeke,Súdwest.Fryslân,202,2018,Waadhoeke,Friesland
Westerveld,Súdwest.Fryslân,6,2018,Westerveld,Drenthe
Westerwolde,Súdwest.Fryslân,112,2018,Westerwolde,Groningen
Weststellingwerf,Súdwest.Fryslân,22,2018,Weststellingwerf,Friesland
Winsum,Súdwest.Fryslân,3,2018,Winsum,Groningen
De.Wolden,Súdwest.Fryslân,0,2018,De Wolden,Drenthe
Zuidhorn,Súdwest.Fryslân,0,2018,Zuidhorn,Groningen
Aa.en.Hunze,Terschelling,1,2018,Aa en Hunze,Drenthe
Achtkarspelen,Terschelling,3,2018,Achtkarspelen,Friesland
Ameland,Terschelling,0,2018,Ameland,Friesland
Appingedam,Terschelling,1,2018,Appingedam,Groningen
Assen,Terschelling,2,2018,Assen,Drenthe
Bedum,Terschelling,1,2018,Bedum,Groningen
Bellingwedde,Terschelling,NA,2018,Bellingwedde,Groningen
het.Bildt,Terschelling,NA,2018,het Bildt,Friesland
Boarnsterhim,Terschelling,NA,2018,Boarnsterhim,Friesland
Ten.Boer,Terschelling,0,2018,Ten Boer,Groningen
Borger.Odoorn,Terschelling,2,2018,Borger Odoorn,Drenthe
Coevorden,Terschelling,1,2018,Coevorden,Drenthe
Dantumadiel,Terschelling,0,2018,Dantumadiel,Friesland
Delfzijl,Terschelling,3,2018,Delfzijl,Groningen
Dongeradeel,Terschelling,1,2018,Dongeradeel,Friesland
Eemsmond,Terschelling,1,2018,Eemsmond,Groningen
Emmen,Terschelling,1,2018,Emmen,Drenthe
Ferwerderadiel,Terschelling,0,2018,Ferwerderadiel,Friesland
Franekeradeel,Terschelling,NA,2018,Franekeradeel,Friesland
De.Friese.Meren,Terschelling,NA,2018,De Friese Meren,Friesland
De.Fryske.Marren,Terschelling,6,2018,De Fryske Marren,Friesland
Gaasterlân.Sleat,Terschelling,NA,2018,Gaasterlân Sleat,Friesland
Groningen,Terschelling,12,2018,Groningen,Groningen
Grootegast,Terschelling,0,2018,Grootegast,Groningen
Haren,Terschelling,0,2018,Haren,Groningen
Harlingen,Terschelling,24,2018,Harlingen,Friesland
Heerenveen,Terschelling,7,2018,Heerenveen,Friesland
Hoogeveen,Terschelling,1,2018,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Terschelling,NA,2018,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Terschelling,0,2018,Kollumerland en Nieuwkruisland,Friesland
Leek,Terschelling,4,2018,Leek,Groningen
Leeuwarden,Terschelling,42,2018,Leeuwarden,Friesland
Leeuwarderadeel,Terschelling,NA,2018,Leeuwarderadeel,Friesland
Lemsterland,Terschelling,NA,2018,Lemsterland,Friesland
Littenseradiel,Terschelling,NA,2018,Littenseradiel,Friesland
Loppersum,Terschelling,1,2018,Loppersum,Groningen
De.Marne,Terschelling,2,2018,De Marne,Groningen
Marum,Terschelling,1,2018,Marum,Groningen
Menameradiel,Terschelling,NA,2018,Menameradiel,Friesland
Menterwolde,Terschelling,NA,2018,Menterwolde,Groningen
Meppel,Terschelling,0,2018,Meppel,Drenthe
Midden.Drenthe,Terschelling,0,2018,Midden Drenthe,Drenthe
Midden.Groningen,Terschelling,4,2018,Midden Groningen,Groningen
Noordenveld,Terschelling,2,2018,Noordenveld,Drenthe
Oldambt,Terschelling,3,2018,Oldambt,Groningen
Ooststellingwerf,Terschelling,2,2018,Ooststellingwerf,Friesland
Opsterland,Terschelling,0,2018,Opsterland,Friesland
Pekela,Terschelling,1,2018,Pekela,Groningen
Schiermonnikoog,Terschelling,0,2018,Schiermonnikoog,Friesland
Skarsterlân,Terschelling,NA,2018,Skarsterlân,Friesland
Slochteren,Terschelling,NA,2018,Slochteren,Groningen
Smallingerland,Terschelling,4,2018,Smallingerland,Friesland
Stadskanaal,Terschelling,3,2018,Stadskanaal,Groningen
Súdwest.Fryslân,Terschelling,26,2018,Súdwest Fryslân,Friesland
Terschelling,Terschelling,1,2018,Terschelling,Friesland
Tynaarlo,Terschelling,0,2018,Tynaarlo,Drenthe
Tytsjerksteradiel,Terschelling,2,2018,Tytsjerksteradiel,Friesland
Veendam,Terschelling,2,2018,Veendam,Groningen
Vlagtwedde,Terschelling,NA,2018,Vlagtwedde,Groningen
Vlieland,Terschelling,1,2018,Vlieland,Friesland
Waadhoeke,Terschelling,7,2018,Waadhoeke,Friesland
Westerveld,Terschelling,3,2018,Westerveld,Drenthe
Westerwolde,Terschelling,0,2018,Westerwolde,Groningen
Weststellingwerf,Terschelling,0,2018,Weststellingwerf,Friesland
Winsum,Terschelling,0,2018,Winsum,Groningen
De.Wolden,Terschelling,1,2018,De Wolden,Drenthe
Zuidhorn,Terschelling,6,2018,Zuidhorn,Groningen
Aa.en.Hunze,Tynaarlo,113,2018,Aa en Hunze,Drenthe
Achtkarspelen,Tynaarlo,3,2018,Achtkarspelen,Friesland
Ameland,Tynaarlo,1,2018,Ameland,Friesland
Appingedam,Tynaarlo,12,2018,Appingedam,Groningen
Assen,Tynaarlo,173,2018,Assen,Drenthe
Bedum,Tynaarlo,6,2018,Bedum,Groningen
Bellingwedde,Tynaarlo,NA,2018,Bellingwedde,Groningen
het.Bildt,Tynaarlo,NA,2018,het Bildt,Friesland
Boarnsterhim,Tynaarlo,NA,2018,Boarnsterhim,Friesland
Ten.Boer,Tynaarlo,6,2018,Ten Boer,Groningen
Borger.Odoorn,Tynaarlo,13,2018,Borger Odoorn,Drenthe
Coevorden,Tynaarlo,7,2018,Coevorden,Drenthe
Dantumadiel,Tynaarlo,0,2018,Dantumadiel,Friesland
Delfzijl,Tynaarlo,16,2018,Delfzijl,Groningen
Dongeradeel,Tynaarlo,2,2018,Dongeradeel,Friesland
Eemsmond,Tynaarlo,22,2018,Eemsmond,Groningen
Emmen,Tynaarlo,12,2018,Emmen,Drenthe
Ferwerderadiel,Tynaarlo,0,2018,Ferwerderadiel,Friesland
Franekeradeel,Tynaarlo,NA,2018,Franekeradeel,Friesland
De.Friese.Meren,Tynaarlo,NA,2018,De Friese Meren,Friesland
De.Fryske.Marren,Tynaarlo,5,2018,De Fryske Marren,Friesland
Gaasterlân.Sleat,Tynaarlo,NA,2018,Gaasterlân Sleat,Friesland
Groningen,Tynaarlo,875,2018,Groningen,Groningen
Grootegast,Tynaarlo,5,2018,Grootegast,Groningen
Haren,Tynaarlo,110,2018,Haren,Groningen
Harlingen,Tynaarlo,2,2018,Harlingen,Friesland
Heerenveen,Tynaarlo,5,2018,Heerenveen,Friesland
Hoogeveen,Tynaarlo,9,2018,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Tynaarlo,NA,2018,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Tynaarlo,1,2018,Kollumerland en Nieuwkruisland,Friesland
Leek,Tynaarlo,22,2018,Leek,Groningen
Leeuwarden,Tynaarlo,25,2018,Leeuwarden,Friesland
Leeuwarderadeel,Tynaarlo,NA,2018,Leeuwarderadeel,Friesland
Lemsterland,Tynaarlo,NA,2018,Lemsterland,Friesland
Littenseradiel,Tynaarlo,NA,2018,Littenseradiel,Friesland
Loppersum,Tynaarlo,13,2018,Loppersum,Groningen
De.Marne,Tynaarlo,5,2018,De Marne,Groningen
Marum,Tynaarlo,11,2018,Marum,Groningen
Menameradiel,Tynaarlo,NA,2018,Menameradiel,Friesland
Menterwolde,Tynaarlo,NA,2018,Menterwolde,Groningen
Meppel,Tynaarlo,2,2018,Meppel,Drenthe
Midden.Drenthe,Tynaarlo,26,2018,Midden Drenthe,Drenthe
Midden.Groningen,Tynaarlo,90,2018,Midden Groningen,Groningen
Noordenveld,Tynaarlo,78,2018,Noordenveld,Drenthe
Oldambt,Tynaarlo,33,2018,Oldambt,Groningen
Ooststellingwerf,Tynaarlo,10,2018,Ooststellingwerf,Friesland
Opsterland,Tynaarlo,1,2018,Opsterland,Friesland
Pekela,Tynaarlo,6,2018,Pekela,Groningen
Schiermonnikoog,Tynaarlo,0,2018,Schiermonnikoog,Friesland
Skarsterlân,Tynaarlo,NA,2018,Skarsterlân,Friesland
Slochteren,Tynaarlo,NA,2018,Slochteren,Groningen
Smallingerland,Tynaarlo,10,2018,Smallingerland,Friesland
Stadskanaal,Tynaarlo,27,2018,Stadskanaal,Groningen
Súdwest.Fryslân,Tynaarlo,4,2018,Súdwest Fryslân,Friesland
Terschelling,Tynaarlo,3,2018,Terschelling,Friesland
Tynaarlo,Tynaarlo,1,2018,Tynaarlo,Drenthe
Tytsjerksteradiel,Tynaarlo,4,2018,Tytsjerksteradiel,Friesland
Veendam,Tynaarlo,24,2018,Veendam,Groningen
Vlagtwedde,Tynaarlo,NA,2018,Vlagtwedde,Groningen
Vlieland,Tynaarlo,0,2018,Vlieland,Friesland
Waadhoeke,Tynaarlo,3,2018,Waadhoeke,Friesland
Westerveld,Tynaarlo,5,2018,Westerveld,Drenthe
Westerwolde,Tynaarlo,16,2018,Westerwolde,Groningen
Weststellingwerf,Tynaarlo,1,2018,Weststellingwerf,Friesland
Winsum,Tynaarlo,13,2018,Winsum,Groningen
De.Wolden,Tynaarlo,1,2018,De Wolden,Drenthe
Zuidhorn,Tynaarlo,15,2018,Zuidhorn,Groningen
Aa.en.Hunze,Tytsjerksteradiel,0,2018,Aa en Hunze,Drenthe
Achtkarspelen,Tytsjerksteradiel,131,2018,Achtkarspelen,Friesland
Ameland,Tytsjerksteradiel,2,2018,Ameland,Friesland
Appingedam,Tytsjerksteradiel,0,2018,Appingedam,Groningen
Assen,Tytsjerksteradiel,11,2018,Assen,Drenthe
Bedum,Tytsjerksteradiel,0,2018,Bedum,Groningen
Bellingwedde,Tytsjerksteradiel,NA,2018,Bellingwedde,Groningen
het.Bildt,Tytsjerksteradiel,NA,2018,het Bildt,Friesland
Boarnsterhim,Tytsjerksteradiel,NA,2018,Boarnsterhim,Friesland
Ten.Boer,Tytsjerksteradiel,0,2018,Ten Boer,Groningen
Borger.Odoorn,Tytsjerksteradiel,0,2018,Borger Odoorn,Drenthe
Coevorden,Tytsjerksteradiel,4,2018,Coevorden,Drenthe
Dantumadiel,Tytsjerksteradiel,115,2018,Dantumadiel,Friesland
Delfzijl,Tytsjerksteradiel,2,2018,Delfzijl,Groningen
Dongeradeel,Tytsjerksteradiel,27,2018,Dongeradeel,Friesland
Eemsmond,Tytsjerksteradiel,1,2018,Eemsmond,Groningen
Emmen,Tytsjerksteradiel,7,2018,Emmen,Drenthe
Ferwerderadiel,Tytsjerksteradiel,15,2018,Ferwerderadiel,Friesland
Franekeradeel,Tytsjerksteradiel,NA,2018,Franekeradeel,Friesland
De.Friese.Meren,Tytsjerksteradiel,NA,2018,De Friese Meren,Friesland
De.Fryske.Marren,Tytsjerksteradiel,26,2018,De Fryske Marren,Friesland
Gaasterlân.Sleat,Tytsjerksteradiel,NA,2018,Gaasterlân Sleat,Friesland
Groningen,Tytsjerksteradiel,57,2018,Groningen,Groningen
Grootegast,Tytsjerksteradiel,4,2018,Grootegast,Groningen
Haren,Tytsjerksteradiel,0,2018,Haren,Groningen
Harlingen,Tytsjerksteradiel,3,2018,Harlingen,Friesland
Heerenveen,Tytsjerksteradiel,19,2018,Heerenveen,Friesland
Hoogeveen,Tytsjerksteradiel,1,2018,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Tytsjerksteradiel,NA,2018,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Tytsjerksteradiel,42,2018,Kollumerland en Nieuwkruisland,Friesland
Leek,Tytsjerksteradiel,6,2018,Leek,Groningen
Leeuwarden,Tytsjerksteradiel,462,2018,Leeuwarden,Friesland
Leeuwarderadeel,Tytsjerksteradiel,NA,2018,Leeuwarderadeel,Friesland
Lemsterland,Tytsjerksteradiel,NA,2018,Lemsterland,Friesland
Littenseradiel,Tytsjerksteradiel,NA,2018,Littenseradiel,Friesland
Loppersum,Tytsjerksteradiel,0,2018,Loppersum,Groningen
De.Marne,Tytsjerksteradiel,3,2018,De Marne,Groningen
Marum,Tytsjerksteradiel,3,2018,Marum,Groningen
Menameradiel,Tytsjerksteradiel,NA,2018,Menameradiel,Friesland
Menterwolde,Tytsjerksteradiel,NA,2018,Menterwolde,Groningen
Meppel,Tytsjerksteradiel,6,2018,Meppel,Drenthe
Midden.Drenthe,Tytsjerksteradiel,1,2018,Midden Drenthe,Drenthe
Midden.Groningen,Tytsjerksteradiel,4,2018,Midden Groningen,Groningen
Noordenveld,Tytsjerksteradiel,4,2018,Noordenveld,Drenthe
Oldambt,Tytsjerksteradiel,3,2018,Oldambt,Groningen
Ooststellingwerf,Tytsjerksteradiel,23,2018,Ooststellingwerf,Friesland
Opsterland,Tytsjerksteradiel,36,2018,Opsterland,Friesland
Pekela,Tytsjerksteradiel,1,2018,Pekela,Groningen
Schiermonnikoog,Tytsjerksteradiel,0,2018,Schiermonnikoog,Friesland
Skarsterlân,Tytsjerksteradiel,NA,2018,Skarsterlân,Friesland
Slochteren,Tytsjerksteradiel,NA,2018,Slochteren,Groningen
Smallingerland,Tytsjerksteradiel,114,2018,Smallingerland,Friesland
Stadskanaal,Tytsjerksteradiel,10,2018,Stadskanaal,Groningen
Súdwest.Fryslân,Tytsjerksteradiel,30,2018,Súdwest Fryslân,Friesland
Terschelling,Tytsjerksteradiel,1,2018,Terschelling,Friesland
Tynaarlo,Tytsjerksteradiel,3,2018,Tynaarlo,Drenthe
Tytsjerksteradiel,Tytsjerksteradiel,1,2018,Tytsjerksteradiel,Friesland
Veendam,Tytsjerksteradiel,1,2018,Veendam,Groningen
Vlagtwedde,Tytsjerksteradiel,NA,2018,Vlagtwedde,Groningen
Vlieland,Tytsjerksteradiel,1,2018,Vlieland,Friesland
Waadhoeke,Tytsjerksteradiel,47,2018,Waadhoeke,Friesland
Westerveld,Tytsjerksteradiel,7,2018,Westerveld,Drenthe
Westerwolde,Tytsjerksteradiel,8,2018,Westerwolde,Groningen
Weststellingwerf,Tytsjerksteradiel,2,2018,Weststellingwerf,Friesland
Winsum,Tytsjerksteradiel,0,2018,Winsum,Groningen
De.Wolden,Tytsjerksteradiel,2,2018,De Wolden,Drenthe
Zuidhorn,Tytsjerksteradiel,2,2018,Zuidhorn,Groningen
Aa.en.Hunze,Veendam,68,2018,Aa en Hunze,Drenthe
Achtkarspelen,Veendam,0,2018,Achtkarspelen,Friesland
Ameland,Veendam,0,2018,Ameland,Friesland
Appingedam,Veendam,4,2018,Appingedam,Groningen
Assen,Veendam,36,2018,Assen,Drenthe
Bedum,Veendam,1,2018,Bedum,Groningen
Bellingwedde,Veendam,NA,2018,Bellingwedde,Groningen
het.Bildt,Veendam,NA,2018,het Bildt,Friesland
Boarnsterhim,Veendam,NA,2018,Boarnsterhim,Friesland
Ten.Boer,Veendam,5,2018,Ten Boer,Groningen
Borger.Odoorn,Veendam,21,2018,Borger Odoorn,Drenthe
Coevorden,Veendam,2,2018,Coevorden,Drenthe
Dantumadiel,Veendam,0,2018,Dantumadiel,Friesland
Delfzijl,Veendam,25,2018,Delfzijl,Groningen
Dongeradeel,Veendam,0,2018,Dongeradeel,Friesland
Eemsmond,Veendam,11,2018,Eemsmond,Groningen
Emmen,Veendam,24,2018,Emmen,Drenthe
Ferwerderadiel,Veendam,0,2018,Ferwerderadiel,Friesland
Franekeradeel,Veendam,NA,2018,Franekeradeel,Friesland
De.Friese.Meren,Veendam,NA,2018,De Friese Meren,Friesland
De.Fryske.Marren,Veendam,0,2018,De Fryske Marren,Friesland
Gaasterlân.Sleat,Veendam,NA,2018,Gaasterlân Sleat,Friesland
Groningen,Veendam,218,2018,Groningen,Groningen
Grootegast,Veendam,1,2018,Grootegast,Groningen
Haren,Veendam,3,2018,Haren,Groningen
Harlingen,Veendam,0,2018,Harlingen,Friesland
Heerenveen,Veendam,3,2018,Heerenveen,Friesland
Hoogeveen,Veendam,3,2018,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Veendam,NA,2018,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Veendam,0,2018,Kollumerland en Nieuwkruisland,Friesland
Leek,Veendam,8,2018,Leek,Groningen
Leeuwarden,Veendam,13,2018,Leeuwarden,Friesland
Leeuwarderadeel,Veendam,NA,2018,Leeuwarderadeel,Friesland
Lemsterland,Veendam,NA,2018,Lemsterland,Friesland
Littenseradiel,Veendam,NA,2018,Littenseradiel,Friesland
Loppersum,Veendam,12,2018,Loppersum,Groningen
De.Marne,Veendam,2,2018,De Marne,Groningen
Marum,Veendam,1,2018,Marum,Groningen
Menameradiel,Veendam,NA,2018,Menameradiel,Friesland
Menterwolde,Veendam,NA,2018,Menterwolde,Groningen
Meppel,Veendam,0,2018,Meppel,Drenthe
Midden.Drenthe,Veendam,8,2018,Midden Drenthe,Drenthe
Midden.Groningen,Veendam,305,2018,Midden Groningen,Groningen
Noordenveld,Veendam,11,2018,Noordenveld,Drenthe
Oldambt,Veendam,83,2018,Oldambt,Groningen
Ooststellingwerf,Veendam,12,2018,Ooststellingwerf,Friesland
Opsterland,Veendam,2,2018,Opsterland,Friesland
Pekela,Veendam,78,2018,Pekela,Groningen
Schiermonnikoog,Veendam,0,2018,Schiermonnikoog,Friesland
Skarsterlân,Veendam,NA,2018,Skarsterlân,Friesland
Slochteren,Veendam,NA,2018,Slochteren,Groningen
Smallingerland,Veendam,11,2018,Smallingerland,Friesland
Stadskanaal,Veendam,63,2018,Stadskanaal,Groningen
Súdwest.Fryslân,Veendam,7,2018,Súdwest Fryslân,Friesland
Terschelling,Veendam,2,2018,Terschelling,Friesland
Tynaarlo,Veendam,37,2018,Tynaarlo,Drenthe
Tytsjerksteradiel,Veendam,0,2018,Tytsjerksteradiel,Friesland
Veendam,Veendam,1,2018,Veendam,Groningen
Vlagtwedde,Veendam,NA,2018,Vlagtwedde,Groningen
Vlieland,Veendam,0,2018,Vlieland,Friesland
Waadhoeke,Veendam,1,2018,Waadhoeke,Friesland
Westerveld,Veendam,0,2018,Westerveld,Drenthe
Westerwolde,Veendam,34,2018,Westerwolde,Groningen
Weststellingwerf,Veendam,0,2018,Weststellingwerf,Friesland
Winsum,Veendam,3,2018,Winsum,Groningen
De.Wolden,Veendam,0,2018,De Wolden,Drenthe
Zuidhorn,Veendam,5,2018,Zuidhorn,Groningen
Aa.en.Hunze,Vlagtwedde,NA,2018,Aa en Hunze,Drenthe
Achtkarspelen,Vlagtwedde,NA,2018,Achtkarspelen,Friesland
Ameland,Vlagtwedde,NA,2018,Ameland,Friesland
Appingedam,Vlagtwedde,NA,2018,Appingedam,Groningen
Assen,Vlagtwedde,NA,2018,Assen,Drenthe
Bedum,Vlagtwedde,NA,2018,Bedum,Groningen
Bellingwedde,Vlagtwedde,NA,2018,Bellingwedde,Groningen
het.Bildt,Vlagtwedde,NA,2018,het Bildt,Friesland
Boarnsterhim,Vlagtwedde,NA,2018,Boarnsterhim,Friesland
Ten.Boer,Vlagtwedde,NA,2018,Ten Boer,Groningen
Borger.Odoorn,Vlagtwedde,NA,2018,Borger Odoorn,Drenthe
Coevorden,Vlagtwedde,NA,2018,Coevorden,Drenthe
Dantumadiel,Vlagtwedde,NA,2018,Dantumadiel,Friesland
Delfzijl,Vlagtwedde,NA,2018,Delfzijl,Groningen
Dongeradeel,Vlagtwedde,NA,2018,Dongeradeel,Friesland
Eemsmond,Vlagtwedde,NA,2018,Eemsmond,Groningen
Emmen,Vlagtwedde,NA,2018,Emmen,Drenthe
Ferwerderadiel,Vlagtwedde,NA,2018,Ferwerderadiel,Friesland
Franekeradeel,Vlagtwedde,NA,2018,Franekeradeel,Friesland
De.Friese.Meren,Vlagtwedde,NA,2018,De Friese Meren,Friesland
De.Fryske.Marren,Vlagtwedde,NA,2018,De Fryske Marren,Friesland
Gaasterlân.Sleat,Vlagtwedde,NA,2018,Gaasterlân Sleat,Friesland
Groningen,Vlagtwedde,NA,2018,Groningen,Groningen
Grootegast,Vlagtwedde,NA,2018,Grootegast,Groningen
Haren,Vlagtwedde,NA,2018,Haren,Groningen
Harlingen,Vlagtwedde,NA,2018,Harlingen,Friesland
Heerenveen,Vlagtwedde,NA,2018,Heerenveen,Friesland
Hoogeveen,Vlagtwedde,NA,2018,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Vlagtwedde,NA,2018,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Vlagtwedde,NA,2018,Kollumerland en Nieuwkruisland,Friesland
Leek,Vlagtwedde,NA,2018,Leek,Groningen
Leeuwarden,Vlagtwedde,NA,2018,Leeuwarden,Friesland
Leeuwarderadeel,Vlagtwedde,NA,2018,Leeuwarderadeel,Friesland
Lemsterland,Vlagtwedde,NA,2018,Lemsterland,Friesland
Littenseradiel,Vlagtwedde,NA,2018,Littenseradiel,Friesland
Loppersum,Vlagtwedde,NA,2018,Loppersum,Groningen
De.Marne,Vlagtwedde,NA,2018,De Marne,Groningen
Marum,Vlagtwedde,NA,2018,Marum,Groningen
Menameradiel,Vlagtwedde,NA,2018,Menameradiel,Friesland
Menterwolde,Vlagtwedde,NA,2018,Menterwolde,Groningen
Meppel,Vlagtwedde,NA,2018,Meppel,Drenthe
Midden.Drenthe,Vlagtwedde,NA,2018,Midden Drenthe,Drenthe
Midden.Groningen,Vlagtwedde,NA,2018,Midden Groningen,Groningen
Noordenveld,Vlagtwedde,NA,2018,Noordenveld,Drenthe
Oldambt,Vlagtwedde,NA,2018,Oldambt,Groningen
Ooststellingwerf,Vlagtwedde,NA,2018,Ooststellingwerf,Friesland
Opsterland,Vlagtwedde,NA,2018,Opsterland,Friesland
Pekela,Vlagtwedde,NA,2018,Pekela,Groningen
Schiermonnikoog,Vlagtwedde,NA,2018,Schiermonnikoog,Friesland
Skarsterlân,Vlagtwedde,NA,2018,Skarsterlân,Friesland
Slochteren,Vlagtwedde,NA,2018,Slochteren,Groningen
Smallingerland,Vlagtwedde,NA,2018,Smallingerland,Friesland
Stadskanaal,Vlagtwedde,NA,2018,Stadskanaal,Groningen
Súdwest.Fryslân,Vlagtwedde,NA,2018,Súdwest Fryslân,Friesland
Terschelling,Vlagtwedde,NA,2018,Terschelling,Friesland
Tynaarlo,Vlagtwedde,NA,2018,Tynaarlo,Drenthe
Tytsjerksteradiel,Vlagtwedde,NA,2018,Tytsjerksteradiel,Friesland
Veendam,Vlagtwedde,NA,2018,Veendam,Groningen
Vlagtwedde,Vlagtwedde,1,2018,Vlagtwedde,Groningen
Vlieland,Vlagtwedde,NA,2018,Vlieland,Friesland
Waadhoeke,Vlagtwedde,NA,2018,Waadhoeke,Friesland
Westerveld,Vlagtwedde,NA,2018,Westerveld,Drenthe
Westerwolde,Vlagtwedde,NA,2018,Westerwolde,Groningen
Weststellingwerf,Vlagtwedde,NA,2018,Weststellingwerf,Friesland
Winsum,Vlagtwedde,NA,2018,Winsum,Groningen
De.Wolden,Vlagtwedde,NA,2018,De Wolden,Drenthe
Zuidhorn,Vlagtwedde,NA,2018,Zuidhorn,Groningen
Aa.en.Hunze,Vlieland,0,2018,Aa en Hunze,Drenthe
Achtkarspelen,Vlieland,1,2018,Achtkarspelen,Friesland
Ameland,Vlieland,0,2018,Ameland,Friesland
Appingedam,Vlieland,0,2018,Appingedam,Groningen
Assen,Vlieland,1,2018,Assen,Drenthe
Bedum,Vlieland,0,2018,Bedum,Groningen
Bellingwedde,Vlieland,NA,2018,Bellingwedde,Groningen
het.Bildt,Vlieland,NA,2018,het Bildt,Friesland
Boarnsterhim,Vlieland,NA,2018,Boarnsterhim,Friesland
Ten.Boer,Vlieland,0,2018,Ten Boer,Groningen
Borger.Odoorn,Vlieland,1,2018,Borger Odoorn,Drenthe
Coevorden,Vlieland,0,2018,Coevorden,Drenthe
Dantumadiel,Vlieland,1,2018,Dantumadiel,Friesland
Delfzijl,Vlieland,0,2018,Delfzijl,Groningen
Dongeradeel,Vlieland,0,2018,Dongeradeel,Friesland
Eemsmond,Vlieland,0,2018,Eemsmond,Groningen
Emmen,Vlieland,1,2018,Emmen,Drenthe
Ferwerderadiel,Vlieland,3,2018,Ferwerderadiel,Friesland
Franekeradeel,Vlieland,NA,2018,Franekeradeel,Friesland
De.Friese.Meren,Vlieland,NA,2018,De Friese Meren,Friesland
De.Fryske.Marren,Vlieland,0,2018,De Fryske Marren,Friesland
Gaasterlân.Sleat,Vlieland,NA,2018,Gaasterlân Sleat,Friesland
Groningen,Vlieland,10,2018,Groningen,Groningen
Grootegast,Vlieland,0,2018,Grootegast,Groningen
Haren,Vlieland,0,2018,Haren,Groningen
Harlingen,Vlieland,11,2018,Harlingen,Friesland
Heerenveen,Vlieland,3,2018,Heerenveen,Friesland
Hoogeveen,Vlieland,0,2018,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Vlieland,NA,2018,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Vlieland,0,2018,Kollumerland en Nieuwkruisland,Friesland
Leek,Vlieland,0,2018,Leek,Groningen
Leeuwarden,Vlieland,18,2018,Leeuwarden,Friesland
Leeuwarderadeel,Vlieland,NA,2018,Leeuwarderadeel,Friesland
Lemsterland,Vlieland,NA,2018,Lemsterland,Friesland
Littenseradiel,Vlieland,NA,2018,Littenseradiel,Friesland
Loppersum,Vlieland,0,2018,Loppersum,Groningen
De.Marne,Vlieland,0,2018,De Marne,Groningen
Marum,Vlieland,0,2018,Marum,Groningen
Menameradiel,Vlieland,NA,2018,Menameradiel,Friesland
Menterwolde,Vlieland,NA,2018,Menterwolde,Groningen
Meppel,Vlieland,0,2018,Meppel,Drenthe
Midden.Drenthe,Vlieland,0,2018,Midden Drenthe,Drenthe
Midden.Groningen,Vlieland,1,2018,Midden Groningen,Groningen
Noordenveld,Vlieland,0,2018,Noordenveld,Drenthe
Oldambt,Vlieland,1,2018,Oldambt,Groningen
Ooststellingwerf,Vlieland,1,2018,Ooststellingwerf,Friesland
Opsterland,Vlieland,0,2018,Opsterland,Friesland
Pekela,Vlieland,0,2018,Pekela,Groningen
Schiermonnikoog,Vlieland,0,2018,Schiermonnikoog,Friesland
Skarsterlân,Vlieland,NA,2018,Skarsterlân,Friesland
Slochteren,Vlieland,NA,2018,Slochteren,Groningen
Smallingerland,Vlieland,3,2018,Smallingerland,Friesland
Stadskanaal,Vlieland,0,2018,Stadskanaal,Groningen
Súdwest.Fryslân,Vlieland,9,2018,Súdwest Fryslân,Friesland
Terschelling,Vlieland,0,2018,Terschelling,Friesland
Tynaarlo,Vlieland,0,2018,Tynaarlo,Drenthe
